Title,Type,Score,Score Count,Members,Rank,Popularity,Genres,Authors,Synopsis,Link,Date,Page
Kidou Senshi Gundam Thunderbolt,ONA,7.94,27334,54818,686,2866,"Action, Drama, Sci-Fi, Mecha, Military, Space",Sunrise,"In Universal Century 0079, forces of the Earth Federation and Principality of Zeon engage in a battle within the Thunderbolt Sector during the One Year War. This section of space—known for its constant strikes of electricity—proves to be a deadly battlefield, as Federation pilot Io Fleming leads a charge against Zeon's ace Daryl Lorenz and his squad of snipers. With the fighters on both sides proving to be formidable soldiers, neither side is willing to back down, fighting strategically amongst the remnants of colonies.

But when Io gets a hold of a prototype Gundam, Daryl will have to make a sacrifice in order to obtain enough power to crush his enemy and ensure that Zeon is victorious, or watch as his comrades are slaughtered by a single man.

[Written by MAL Rewrite]",https://myanimelist.net/anime/31973/Kidou_Senshi_Gundam_Thunderbolt,18/11/2023,Top Anime
Kidou Senshi Gundam Thunderbolt: December Sky,Movie,7.94,12618,23131,687,4431,"Action, Drama, Sci-Fi, Mecha, Military, Space",Sunrise,"Federation troops and Zeon forces carry out a fierce battle in the Thunderbolt Sector in what was once Side 4 ""Moore."" The Thunderbolt Sector is a shoal zone composed of the debris of destroyed space colonies, named for the electrical discharges from the metal debris. MS pilot Io Flemming is among the Federation soldiers who are dispatched to the area, where Zeon sniper Daryl Lorenz awaits them on the battlefield.

(Source: Gundam Wikia)",https://myanimelist.net/anime/33221/Kidou_Senshi_Gundam_Thunderbolt__December_Sky,18/11/2023,Top Anime
Kindaichi Shounen no Jikenbo,TV,7.94,7541,30259,688,3916,"Mystery, Shounen",Toei Animation,"Hajime Kindaichi's unorganized appearance and lax nature may give the impression of an average high school student, but a book should never be judged by its cover. Hajime is the grandson of the man who was once Japan's greatest detective, and he is also a remarkable sleuth himself.

With the help of his best friend, Miyuki Nanase, and the peculiar inspector Isamu Kenmochi, Hajime travels to remote islands, ominous towns, abysmal seas, and other hostile environments. His life's mission is to uncover the truth behind some of the most cunning, grueling, and disturbing mysteries the world has ever faced.

[Written by MAL Rewrite]",https://myanimelist.net/anime/2076/Kindaichi_Shounen_no_Jikenbo,18/11/2023,Top Anime
Macross F Movie 2: Sayonara no Tsubasa,Movie,7.94,13511,27173,689,4113,"Action, Award Winning, Romance, Sci-Fi, Mecha, Military, Music, Space","Satelight,             8bit",Second Macross Frontier movie.,https://myanimelist.net/anime/7222/Macross_F_Movie_2__Sayonara_no_Tsubasa,18/11/2023,Top Anime
Macross: Do You Remember Love?,Movie,7.94,22291,46976,690,3113,"Action, Romance, Sci-Fi, Mecha, Military, Music, Space",Tatsunoko Production,"After warping light-years away from Earth, the spacecraft Macross carries a city of civilians and soldiers back home. They continuously fight off the threat of the Zentradi and Meltrandi, giant alien races with whom humanity wages war. 

During a battle, the Macross transforms into a mecha operated by fighter pilot Hikaru Ichijou. Thrust into a number of hardships, Hikaru grows close to the city's idol Minmay Lynn. As their relationship develops, however, it is viewed unfavorably by others due to Minmay's status and popularity.

With war raging on and the state of Earth unknown, Hikaru and his fellow soldiers fight on against their mysterious enemies. Throughout the bloodshed, Hikaru and Minmay attempt to keep hold of their feelings for one another. Minmay pours her heart into her music, which may just turn out to be the key to finding peace.

[Written by MAL Rewrite]",https://myanimelist.net/anime/1089/Macross__Do_You_Remember_Love,18/11/2023,Top Anime
Mawaru Penguindrum,TV,7.94,107074,296475,691,773,"Avant Garde, Comedy, Drama, Mystery, Supernatural, Psychological",Brain's Base,"For the Takakura family, destiny is an ever-spinning wheel, pointing passionately in their direction with equal tides of joy and sorrow before ticking on to the next wishmaker. With their parents gone, twin brothers Kanba and Shouma live alone with their beloved little sister Himari, whose poor health cannot decline any further.

On the day Himari is given permission to temporarily leave the hospital, her brothers take her out to the aquarium to celebrate, where the family's supposed fate is brought forth with her sudden collapse. However, when Himari is inexplicably revived by a penguin hat from the aquarium's souvenir shop, the hand of fate continues to tick faithfully forward.

With her miraculous recovery, though, comes a cost: there is a new entity within her body, whose condition for keeping her fate at bay sends the boys on a wild goose chase for the mysterious ""Penguin Drum."" In their search, the boys will have to follow the threads of fate leading from their own shocking past and into the lives of other wishmakers vying for the Penguin Drum, all hoping to land upon their chosen destiny.

[Written by MAL Rewrite]",https://myanimelist.net/anime/10721/Mawaru_Penguindrum,18/11/2023,Top Anime
Non Non Biyori,TV,7.94,172603,419445,692,519,"Slice of Life, CGDCT, Iyashikei, School, Seinen",SILVER LINK.,"Hotaru Ichijou's lifestyle completely changes when she leaves Tokyo and moves with her family to the isolated Asahigaoka village. Her new school has only five students including herself, all sharing a single classroom regardless of grade level. There are no convenience stores in the area, and it can take up to two hours for a bus to arrive.

Nevertheless, Hotaru finds herself captivated by the countryside's charm thanks to her four unique schoolmates with whom she quickly forms a genuine bond. The most colorful of them is Renge Miyauchi, a first-grader who is often perceptive despite her age. However, no less intriguing are the three Koshigaya siblings: the quiet oldest brother Suguru, the petite older sister Komari, and the prankish youngest sister Natsumi.

Having someone from the city join their cheerful little group enlivens the ordinary days in Asahigaoka. Not only does Hotaru bring firsthand knowledge from the alluring outside world, but her fresh outlook on life welcomes a blossom of change to their usual routine.

[Written by MAL Rewrite]",https://myanimelist.net/anime/17549/Non_Non_Biyori,18/11/2023,Top Anime
Nurarihyon no Mago: Sennen Makyou,TV,7.94,82868,161243,693,1399,"Action, Supernatural, Mythology, Shounen",Studio Deen,"Long before Rikuo Nura was born, the legendary youkai Nurarihyon, leader of a ""Night Parade of One Hundred Demons,"" fell in love with a human woman. Though the two would initially find happiness, a threat from the terrifying fox-demon Hagoromo Gitsune would get in the way of their relationship. 

In the present, Rikuo has taken his rightful place as the heir to the Nura Clan. While he has accepted his youkai side, he must continue to maintain the secret of youkai, a difficult task when faced with the Keikain onmyouji clan and his youkai-obsessed friend, Kiyotsugu. Even so, Rikuo will do what he must to protect those important to him.

The reappearance of the sinister Hagoromo Gitsune marks the start of Rikuo's most fearsome trial yet. The frightening creature bears a personal vendetta against his family and will stop at nothing to see her dream come to fruition. The world stands at a precipice, an all-out war that will drag Rikuo centerstage.

[Written by MAL Rewrite]",https://myanimelist.net/anime/10049/Nurarihyon_no_Mago__Sennen_Makyou,18/11/2023,Top Anime
One Piece Film: Strong World Episode 0,OVA,7.94,46991,83710,694,2244,"Adventure, Fantasy, Shounen",Toei Animation,"Set over 20 years prior to the main One Piece story, this limited release OVA chronicles the confrontation between Gold Lion Shiki and Gold Roger as well as other events around the world around the time of the Pirate King's execution.",https://myanimelist.net/anime/8740/One_Piece_Film__Strong_World_Episode_0,18/11/2023,Top Anime
Osomatsu-san,TV,7.94,66029,170226,695,1338,"Comedy, Gag Humor, Parody",Pierrot,"The majority of the Matsuno household is comprised of six identical siblings: self-centered leader Osomatsu, manly Karamatsu, voice of reason Choromatsu, cynical Ichimatsu, hyperactive Juushimatsu, and lovable Todomatsu. Despite each one of them being over the age of 20, they are incredibly lazy and have absolutely no motivation to get a job, choosing to live as NEETs instead. In the rare occurrence that they try to look for employment and are somehow able to land an interview, their unique personalities generally lead to their swift rejection.

From trying to pick up girlfriends to finding the perfect job, the daily activities of the Matsuno brothers are never dull as they go on all sorts of crazy, and often downright bizarre, adventures. Though they desperately search for a way to improve their social standing, it won't be possible if they can't survive the various challenges that come with being sextuplets!

[Written by MAL Rewrite]",https://myanimelist.net/anime/31174/Osomatsu-san,18/11/2023,Top Anime
